,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
1483,Kalam Sabri,Good smartphone,5,27,2,2022,1,1,Camera is a bestAnd back look smartphone is very letestAnd battery charging in 30 minute
1484,Vishal Sonawane,Worth the money,4,14,3,2022,1,0,"Lighter, smoother and fast"
1485,mohan,Best midrange phone,5,26,4,2022,1,0,"Best screen, good battery life. This is my first OnePlus phone.I really liked it better than samsung"
1486,ankush jaryal,"working very smoothly, battery is good. Camera is okay okay. Rest everything is great.",5,15,3,2022,1,0,Camera is  okay okay.Battery backup is good.Performance is excellent.
1487,My Name is S H A S H I,Nice phone with reasonable price,5,18,3,2022,1,1,The media could not be loaded.
1488,Ctejasri,This is not one plus this zero camara plus.poor camara quality and speaker waste,1,13,3,2022,1,0,"Poor sound quality, and very very poor camara quality. My old phone moto g 5 s plus is very best in camara"
1489,praveen,Worst battery pack up,3,2,3,2022,1,0,Everything looks good except battery..Worst battery pack up
1490,Harshal,64 megapixel camera is not worth.,2,26,2,2022,1,1,Disliked camera quality
1491,Mahesh Geddam,Processor speed not Good,4,16,3,2022,1,0,Not Good as previous Oneplus models.
1492,Amazon Customer,Superb,5,26,2,2022,1,1,Superb
1493,Praveen Reddy,Getting Heat for normal use also,1,1,3,2022,1,0,Don't go with 1+. Getting over heat for normal browsing also. Don't prefer this product. Go with another
1494,Dharmendra,full battery charging time,4,8,3,2022,1,1,this is average phone.
1495,ram singh,Best in this price,5,3,3,2022,1,0,Working  fast n good..high quality specs with best camera and display.
1496,Amazon Customer,Device is getting hang.,2,7,3,2022,1,1,Phone is getting hang
1497,Mithun Kumar,Overall Good,5,4,3,2022,1,0,Overall a decent phone
1498,Venkatreddysoma,Good,4,27,2,2022,1,1,Simply super mobile
1499,prathap k.,OS is not upto the level,2,12,3,2022,1,0,I'm not suggesting people to buy at this price
1500,vaibhav raman tripathi,Good OS. Good performance.,4,3,3,2022,1,0,BEST PERFORMANCE IN THIS BUDGET.
1501,Rakesh Panghal,Nice phone at this price,5,10,3,2022,1,0,Good phone at this price.
1502,ramesh,I bought for only the OnePlus brand,4,14,3,2022,1,0,Pros- light weight  Design  Fast charging  Battery lifeCons- Camera average
1503,Manoj naik,Good mobile,5,27,2,2022,1,1,Must take
1504,satish,Very nice mobile,5,8,3,2022,1,0,"Display, camera, charging speed"
1505,K.NEELIMA,"Speaker not working, Amazon customer service person not slove problem",1,8,3,2022,1,0,"Waste money, voice clarity ledu Amazon service not respond ,so many times calling customer service"
1506,aakash kumar,Camra Quility not good but rest of things in theis Mobile very nyc,5,4,3,2022,1,0,Camra Quility not good but rest of things in this Mobile very nyc
1507,Amazon Customer,Amazing device from OnePlus 👌,5,27,2,2022,1,0,Not face any issues after for 4 daysCamera quality is amazing on both front and back camera
1508,Fenil Thakkar,NO comments on Quality of One Plus phones,5,1,3,2022,1,0,"best performance, light weight and good value for money product."
1509,Praveen Kumar,Nice phone,4,18,3,2022,1,0,Nice phone and decent camera at this price
1510,P.Vivekananda Reddy,Worst phone waste of money pl don't buy this is OPPO manufactured phone,1,18,3,2022,1,0,
1511,Sunny sandal,Good,5,26,2,2022,1,1,"The media could not be loaded.
                



 Good"
1512,akash agrawal,Battery problem,3,9,3,2022,1,0,Bakwas battery life😤😤😤😤
1513,shoaib ahmed,Superb 💥,5,3,3,2022,1,0,Unlikes: camera not much great. and mono speakerElse the phone is classy
1514,Akshay Tiwari,Good,4,13,3,2022,1,0,Good
1515,Roseman,Worth for the money you pay...,5,6,3,2022,1,0,"Charges quick,amazing battery life,better camera quality than previous Nord versions.."
1516,9726162632,Good,5,9,3,2022,1,0,Good
1517,Amazon Customer,Good exchange value of mobile Samsung galaxy A10,5,13,3,2022,1,0,Value for money.Can be gifted to your beloved partner.
1518,Bashan subba,Awsome 🥰✌,4,6,3,2022,1,1,Nice products
1519,M.S.Chidhambara Krishna,This is a badass budget smart phone by OnePlus.,5,28,2,2022,1,0,It's extremely light and glossy. The camera quality is superb
1520,Balakrishna Bonam,Average phone,3,19,3,2022,1,0,Battery is pretty average and camera is not that good. Overall average phone under this range
1521,Sumit Bhardwaj,Bekar paise waist,1,4,3,2022,1,1,Money waist
1522,BHUMIKA TEKCHANDANI,Duel app not supported also recording option not available,1,1,3,2022,1,1,Clone app not supported to all app except whatsapp and insta
1523,SURYA NARAYAN NAIK,Nice Mobile❤️,5,28,2,2022,1,0,Nice Mobile with good features.
1524,Suraj B.,Awesome mobile,5,28,2,2022,1,0,Looks fantastic....touch is awesome...camera very good....go for it
1525,Kush singh,Very nice,5,26,2,2022,1,1,👍
1526,vipin dixit,Overall good experience,4,26,2,2022,1,0,"Phone looks good , sceen display is good,Overall a good phone"
1527,ankit,Great result awesome quality of camera 📷,5,2,3,2022,1,0,The media could not be loaded.
1528,gaurav tyagi,Supper Mobile,5,19,3,2022,1,0,Superb all company mobile fail h etny price mai👌👌
1529,Bobby Rawat,Amazing,5,5,3,2022,1,1,बहुत अच्छा
1530,mohd mugheerah,Worst,1,18,3,2022,1,0,Make fun with one plus brand this phone like just an Android phone MI like
1531,Yagnikgiri Gosai,Received with good package. Overall phone is good.,5,26,2,2022,1,1,
1532,Kamal,Camera is not good otherwise everything is ok ok..,3,5,3,2022,1,0,Camera quality is not good...i think low light camera is better than normal camera
1533,Mohit seth,Handy phone. Good camera,5,28,2,2022,1,0,Good phone from one plus in mid range. Decent camera. Nice screen.
1534,Gaurav,Good med-budget phone for new OnePlus users,5,13,3,2022,1,1,
1535,Amjad Khan,BEST ACCEPTEBLE PRICE PHONE 📱,5,1,3,2022,1,0,# Best phone on this price 🔥🔥🔥# Best screen quality or baki ka buy kar ke dekh lo
1536,Akshay,Very good,5,28,2,2022,1,0,It's smooth for everyday use.
1537,DEEPAK KUMAR,Super. Mobile,5,26,2,2022,1,1,
1538,Samrat,Valuable product under 25k,4,13,3,2022,1,0,Camera is as aspects working.. Battery backup is lit bit less. Overall ok
1539,uttam kumar,Camera is very average,3,28,2,2022,1,0,Camera performance is very bad which is not usually expected from OnePlus
1540,Mehere,not on expectations,1,13,3,2022,1,1,Not Good
1541,IRSHAD ALAM,Ok ok phone heating pbm,3,19,3,2022,1,0,Phone is not upto the mark not worth of 25k .phone start heating at the time of charging.
1542,Pallavi,Bahamas BLUE- I LIKE IT,5,16,3,2022,1,0,Nice
1543,Murali,not working,1,1,3,2022,1,0,With in 2 days of purchase the face unlock is not working.  Disappointed with the product
1544,sagar kesharwani,It's amazing,5,26,2,2022,1,0,Best android phone I have used till date..battery life is so gud
1545,Rahul Singh,Nice mobile,5,13,3,2022,1,0,Very nice mobile but whenever I talk with sleeping it's it's sensor not working properly
1546,suraj,Phone is good,4,13,3,2022,1,0,Phone is good but battery backup is very low 12 hours battery in 1day only fast charging
1547,Shabbir,V good product design bahut hi accha hai blue color is very best,5,26,2,2022,1,1,Superb
1548,Pravi,Value for Money,5,5,3,2022,1,0,Very good vallu for money.
1549,Ravi Gupta,Bad product from one plus,1,1,3,2022,1,0,Phone is to good at all in this price segment...Many problems occurred in 2 to 3 day...
1550,Manjeet Yadav,Oppo Mobile with the name of one plus,3,8,3,2022,1,0,"Average Mobile, feeling like using a oppo mobile, camera quality is also bad in night,"
1551,R.S chandra,Value for Money,5,2,3,2022,1,0,
1552,Devang Chovatiya,Everything was awesome except camera in this price range.,4,16,3,2022,1,0,Product is really good and very faster. Just camera didn't good as per price.
1553,Johny C,Amazing,5,2,3,2022,1,0,Overall good phone
1554,Sajimj,Battery,4,7,3,2022,1,0,Camera and battery is very poor
1555,Mustak khatri,"Light weight, smooth, Camera is Ok for normal person, night camera is not up to mark.",4,16,3,2022,1,0,"Light weight, smooth, Camera is Ok for normal person, night camera is not up to mark."
1556,Prasanth Gudelli,Good,4,26,2,2022,1,1,Nyc
1557,Amazon Customer,Nord ce 5g,5,3,3,2022,1,0,Nice phone in this price....... Camera quality decent..... Battery life decent......
1558,Arpan Suntnure,Just awesome 🤘,5,3,3,2022,1,0,"Only sometimes feel heating...Other than that, no any concern about the phone."
1559,vishal parmar,In this price no one provide better then this,4,2,3,2022,1,0,"Cameras gave best result, 65w fast charging it's really 0 to 100 in 30 min."
1560,satish kumar,"Slow, hangs and heat up",1,11,3,2022,1,0,"In my new phone it was hanging and heat up issue, I ask for replacement and"
1561,Rajpal Singh,Good,5,7,3,2022,1,0,Good
1562,Amazon Customer,Nice,5,2,3,2022,1,0,Nice
1563,akhilesh,Battery backup not so much good it's only ok ok,3,15,3,2022,1,0,Battery backup is not so much good. it's only ok ok
1564,Amazon Customer,"So far, so good",5,26,2,2022,1,0,You get what you pay for. Do not expect high end performance from a midrange phone.
1565,Naresh,Weast product,1,2,3,2022,1,0,Weast and worest phone
1566,Raju Ayan,All rounder beast and classy !,5,9,3,2022,1,0,This is an all rounder specs premium smartphone with a competetive price !
1567,Sattyajit Kane,Very nice,4,17,3,2022,1,0,Very nice
1568,Nimit Trivedi,Worth it,5,17,3,2022,1,0,Very good
1569,Kumar,I think werest. In OnePlus phone don't by this phone ok ...pls understand ok my dear frds,2,2,3,2022,1,1,
1570,Ritesh,Only One word to say...Awesomeeeeeee😍🥰😍🥰😘,5,27,2,2022,1,1,
1571,A.Simhachalam,Very good,5,1,3,2022,1,0,Very nic speed delivered tnq Amazon
1572,Nitin Jagtap,Nice phone 📱,5,28,2,2022,1,0,Nice phone  some missing alert sliders only overlay performance very nice
1573,Vijay Parmar,Good but sum accessory missing in the box,5,17,3,2022,1,0,Ok
1574,Amazon Customer,"Front Camera is not so good, back one is good",3,8,3,2022,1,0,"Front Camera is not so good, back one is good, I am disappointed with this mobile"
1575,chitransh bhatnagar,Awesome mobile in this price range,5,6,3,2022,1,0,Awesome mobile in this price range
1576,Parmar Pradipsinh,Best phone under 18k,5,10,3,2022,1,1,
1577,Raminder,Worse product,1,27,2,2022,1,0,Worse bettary back upWorse sound qualityI don't recommend to buy this
1578,Amazon Customer,Super and nice phone,4,3,3,2022,1,0,"Nice phone ,looking wise good,camera quality ,sound quality good"
1579,Rajkumar R.,Wastage of money. Not recommended at this price.,1,11,3,2022,1,0,Wastage of money. Not recommended at this price.
1580,Amazon Customer,Nice 🙂👍,5,27,2,2022,1,0,
1581,Akshay rathod,One plus nore ce 2 amezing,5,6,3,2022,1,1,
1582,Nitish Gupta,Worst mobile ever by oneplus,1,5,3,2022,1,0,"Chinese mobile screen, hangs alot"
1583,Anu gupta,Es mobile me bahut jyda hetting problem h,1,3,3,2022,1,0,Sabse pahli bat ye mobile het bahut jyda karta h video call me aur chargering me
1584,Santhosh Kumar Gundeti,Good,2,18,3,2022,1,0,It's ok with budget
1585,Ramkumar,Camara tooo worst,5,5,3,2022,1,0,Over all phone good but camara too worst otherwise friendly use
1586,sanjay bagati,1 + 0 = 10/10 phone 📱.,5,8,3,2022,1,0,Toooooo Good
1587,Tusharkumar Shanichare,Amezing mobail,4,19,3,2022,1,0,Amezing quality of mobile
1588,Kailash S Bisht,Performance,5,28,2,2022,1,0,"Amazing performance, I got with exchange offer . Thanks"
1589,vincentraj,This product totally damaged  for one plus branding name.,1,14,3,2022,1,0,Camara quality  worst . I think this is not a one plus mobile.
1590,Sanjeev Tiwari,Best smartphone in this price range👌,5,19,3,2022,1,0,"Fingerprint is so fast, no legging no heating. Awesome camera, Smooth touch..."
1591,Hein C.,1+ is always a 1+,5,19,3,2022,1,0,Reasonably priced
1592,Purushotham,Wow,4,17,3,2022,1,0,Nice mobile from one plus battery is little disappointed overall good mobile
1593,Shubham Sharma,Good Phone,5,13,3,2022,1,0,Good budget phone Light weight awesome phone
1594,Shrikant Pendor,Nice,5,3,3,2022,1,0,Very nice
1595,hina,Asome phone,5,17,3,2022,1,0,I like this and suggest any wqnts to buy it is right choice
1596,sumedh m fulzele,Super excellent,5,1,3,2022,1,0,Superb mobile.camera is excellent.light weight and superfast mobile
1597,Ankur Dagar,Good,5,15,3,2022,1,0,"The media could not be loaded.
                



 Cemra quality not good"
1598,Deepak,Wrost phone,1,2,3,2022,1,0,Very poor camera quality totally waste of money...ignore this phone
1599,anil tambe,battery not charge in 15 min its taken 1+ hours as mentioned in description,3,9,3,2022,1,0,battery not charge in 15 min its taken 1+ hours as mentioned in description
1600,Amazon Customer,Looks good,4,1,3,2022,1,0,Looks and features wise good
1601,Abhay patil,Nice product,5,11,3,2022,1,0,Value of money
1602,MyAmazon,Average product at high cost under name of OnePlus,1,1,3,2022,1,0,Average product at high cost under name of OnePlus
1603,D.Biksha,Display blinking and home page is open slow,3,16,3,2022,1,0,"The media could not be loaded.
                



 Home page is not open on time"
1604,Rahul patil fadat,We want vichar quality,5,8,3,2022,1,0,"The media could not be loaded.
                



 We want higher storage mobile"
1605,Amazon Customer,Nice product,4,7,3,2022,1,0,
1606,Royal Shreyash,Nice product,5,7,3,2022,1,2,Good working fingerprint and face lock. battery charger only 20 to 25 min.
1607,Raghav,niceeeeee phone,5,27,2,2022,1,0,FEELS PREMIUM
1608,CHANDRU,Super,5,10,3,2022,1,0,Superb mobile
1609,Suman saurabh,"Battery is not as described, should improve",4,26,2,2022,1,0,"Battery is not as described, should improve, rest is fine"
1610,Indranil Sengupta,Finger print is not up to the mark,4,8,3,2022,1,0,Camera very good.but battery life and finger print is not up to the mark.
1611,Shahnawaz KhanStar,Better,5,8,3,2022,1,0,Like 3
1612,anuj yadav,Everything thing is good but phone got heated up during charging and gaming,4,14,3,2022,1,0,Like design of phoneBut it is heating up during charging and gaming
1613,Mounesh Badiger,Super mobile....,5,4,3,2022,1,0,"I like to the mobile charging speed, camera quality and battery backup..."
1614,Charan Chakri,Good,4,26,2,2022,1,0,"good look, Not a good camera and performance need to see"
1615,Akhilesh kumar,Camera quality is avg at night time. In day light perform gud,4,13,3,2022,1,0,"Fingerpry sensor up to the mark, battery is also good but camera is avg."
1616,Himanshu D Suchak,Buget from OnePlus,4,19,3,2022,1,0,Very good smartphone overall I loved it and recommending it to everyone.
1617,Bhuvaneswar,Battery issues,2,2,3,2022,1,0,"I am facing battery issues directly it is decreasing,when I am not using"
1618,Sameer,One Plus is number one,5,27,2,2022,1,1,"Camera is excellent. First time user of One Plus, too good phone"
1619,sudeep upadhyay,Mind blowing...,5,3,3,2022,1,0,Awesome...great... superb
1620,pradeep choursia,I am so happy,5,14,3,2022,1,0,"The media could not be loaded.
                



 I am so very happy"
1621,avi kumar,Amazing cameras,5,13,3,2022,1,0,I buyed this phone 10 days ago ... It's really nice product by one plus
1622,Mukesh kumar,Worth buying at this price,5,19,3,2022,1,0,"Battery charging is ultra , may be lighter in weight. Camera quality ok"
1623,Himanshu sharma,"Good phone,",5,11,3,2022,1,0,"Design good,full paisa wasool but camera quality is not so good but ok."
1624,Vinod kumar,Poor battery life,3,3,3,2022,1,0,Poor battery life
1625,RAVINDER JANDU,"Light weight, best performance",4,17,3,2022,1,0,One dislike... Only One speaker
1626,Abhijith H Sundaresha,Mobile hangs,4,8,3,2022,1,0,"Mobile hangs a lot it gets hangs atleast for 30 sec ,."
1627,Naveen,Some of the internet connection is poor on this mobile,3,1,3,2022,1,0,Finger print is nice but betery life osum camera good
1628,Amol gambare,Everything is just mindblowing loved it,5,25,2,2022,1,0,CameraBatteryTouchpadEverythingWorth of money
1629,Basant kumar,Great 👍,5,8,3,2022,1,0,Very nice phone
1630,Amazon Customer,Good product 👍,5,15,3,2022,1,0,"The media could not be loaded.
                



 I liked"
1631,fejal sunasara,Camera result not batter,5,12,3,2022,1,0,The media could not be loaded.
1632,Ketan Saxena,Amazing quality,5,17,3,2022,1,0,Premium experienceEverything goes wellPhone is top notch
1633,tejavir,Osm,5,15,3,2022,1,0,I m happy with this price...
1634,Ashish pal,Disappointed about camera quality only.,4,3,3,2022,1,0,Only camera quality is not good remaining all things best..
1635,Vishal,Awesome,5,14,3,2022,1,0,Awesome
1636,Ranjan Harsh,"Doesn't look like one plus, looks like vivo oppo...",2,16,3,2022,1,0,Fingerprint is good but battery or camera quality is toooo bad ....
1637,Rahul Nayak,"Fabulous device and received it swiftly, extremely satisfied with this purchase.",5,26,2,2022,1,0,Extremely light in weight and feels premium
1638,Vnuu,Excellent budget phone from OnePlus,5,4,3,2022,1,0,Budget OnePlus beast
1639,Kailash Chandra Behera,Back camera,3,17,3,2022,1,0,Back camera image very poor
1640,Rupendra,Awesome,5,7,3,2022,1,0,Battery bekup time is short as per device.
1641,muralidharan,Worthy,4,9,3,2022,1,0,All is working fine
1642,Aman Tagra,Cool look & Fast charging,5,14,3,2022,1,0,"Nice design, good performance, best buy around 20000, with offers"
1643,Amazon Customer,Hang problem,1,27,2,2022,1,0,Hang problem
1644,brahmayya anupoju,Budget mobile,5,2,3,2022,1,0,Camera needs to be worked in high
1645,Arnab Goswami,Just brilliant,5,18,3,2022,1,0,Just too brilliant
1646,Amazon Customer,Good,4,6,3,2022,1,0,Good
1647,Pavithran,Awesome mobile midrange,4,27,2,2022,1,0,Vera11 just now got it.It looks good and charging speed awesome.
1648,Shiwam,Phone have heating problem,4,11,3,2022,1,0,Phone having heating issue when using in call and other app uses
1649,Suraj Kumar Singh,Value for money 🤑,5,27,2,2022,1,0,my 1st experience is so good I just some  photos shared
1650,K Nagaraju,Not that much premium but ok when compared with Samsung,3,3,3,2022,1,0,Somewhat disappointed with performance but look wise ok
1651,V Naveen Varma,Good,4,14,3,2022,1,0,Nil
1652,SINGH SHIWASHANKAR RAJENDRA,front camera image quality is bad,3,14,3,2022,1,1,The front camera image quality is very bad. Unexpected  from 1+
1653,Jubin thomas,Battery issue,4,26,2,2022,1,0,One prblm faced.battery drain very fast
1654,Noorshad Alam,Nice phone,4,27,2,2022,1,0,Phone is nice but price is high. Cemra quility average.
1655,Janardan Singh,Bad experience,1,8,3,2022,1,0,Charging adaptor found not functioning.
1656,vikas agrawal,When we call voice not goes properly,3,5,3,2022,1,0,Whenever we call anyone he complaint that my voice is not come
1657,ABID ANJUM,Little hangeed,5,19,3,2022,1,0,Slow and hanged
1658,chandan bajpai,Battery drain to fast,3,2,3,2022,1,0,Battery life very poor
1659,Bittuvirat,Gaming,4,19,3,2022,1,0,Like charging but dislike 4500 only batteryMinimum 5000
1660,Upender,Not worthable,3,5,3,2022,1,0,Not good ...photo clarity was not good and it was hanging ...
1661,Ismail,Excellent phone,5,28,2,2022,1,0,Perfect mid ranger phone from OnePlus
1662,Monica Kashyap,Not good,1,9,3,2022,1,0,Bad experience
1663,ankit,Good product,5,14,3,2022,1,0,The media could not be loaded.
1664,Dinkar,Battery drain quickly,1,17,3,2022,1,0,The media could not be loaded.
1665,Pratik Dhariwal,Value for money phone.,4,26,2,2022,1,0,Overall a good offering from Oneplus within 25k price range.
1666,Manoj Sharma,Superb phone,5,2,3,2022,1,0,Excellent Phone with lots of superb things.
1667,Vishal Kumar,Best budget phone,5,28,2,2022,1,0,Amazing display and low weight...easy to use in one hand...
1668,shivam,"Good product, facing no issues uptill now",4,28,2,2022,1,0,"Good product, great display, charging capacity is also good"
1669,Sumanth Chowdary,Failure model,1,19,3,2022,1,0,Waste of money mobile hanging charger not working properly
1670,Sajid equbal,1 no camera,5,8,3,2022,1,0,Awsm camera and mobile finishings is to good it's to light
1671,Inayat,Phone working is very slow,3,3,3,2022,1,0,Phone process is very slow compare to other phone
1672,MURARI VISHWANATH JHA,Good,5,5,3,2022,1,0,Good 👍 so smooth tuch nice looking super
1673,Sonu rana,"Camera quality is too bad , don't buy it",2,3,3,2022,1,0,Camera quality is too badAny other features are good
1674,vishal raj,All ok but heating problem,3,3,3,2022,1,0,Battery life is less than one day and phone is overheated
1675,Diwakar,Camera is just Ok.,4,14,3,2022,1,0,"The media could not be loaded.
                



 Camera is ok"
1676,Renukaprasad K.M,Very nice,5,5,3,2022,1,0,Good product with this price and worthy it......
1677,Chandan sing,Ok,4,2,3,2022,1,0,"The media could not be loaded.
                



 Good runing"
1678,Indrajeet meena,Camera quality was not good,3,16,3,2022,1,0,Battery performance good but camera quality is like poor
1679,Umesh,Nice phone,5,4,3,2022,1,0,excellent
1680,Hemlata Sharma,Average,4,11,3,2022,1,0,Fast charging it tooks maximum 20 minutes for charging.
1681,Subhash,Camera is bokka,3,14,3,2022,1,0,Battery life and perfomance is good but camera is watse
1682,Yogendra,Good smartphone,5,26,2,2022,1,0,Good phone camera are average but overall thing is nice
1683,naveen thomu,Worst phone,1,7,3,2022,1,0,Dislike the performance battery camera
1684,SANJAY KUMAR PRASAD,ALL IS WELL,5,16,3,2022,1,0,VERY GOOD PHONE ALL OVER OF OPTION IS VERY COMFORTABLE
1685,Amazon Customer,Good one,5,15,3,2022,1,0,Very good phone
1686,Pranshu,"Very clear . beautyful,and free flowing mobile also good looking colour.fast drive.",5,26,2,2022,1,0,Good product by OnePlus
1687,Mukesh kalma Sanchore,Osm product,5,18,3,2022,1,0,Amazon ki best sellers service h badiya phone
1688,Shivashankar,Camera clarity is not good,3,27,2,2022,1,0,Camara clarity very poor. Performance is good
1689,Ravi,Worst phone from Oneplus,1,5,3,2022,1,0,battery backup worst and Mobile Worst
1690,Yogesh Dave,Cashback didn't receive.,1,11,3,2022,1,0,Mobile phone is good but unhappy with Amazon service.
1691,Krishnaveni,Don't buy this product 😞,1,11,3,2022,1,0,Phone is over heating and performance is very bad and
1692,Npr Lambodar Sahoo,Lov it,5,5,3,2022,1,0,Lov it
1693,Akshay K.,Display is great and the grey mirror color is the best,5,8,3,2022,1,0,The media could not be loaded.
1694,Arun patel,Don't think about it just buy it,5,16,3,2022,1,0,Nice product diliver by AmazonAll good
1695,Namika R.,Excellent,5,16,3,2022,1,0,Product is very nice. It is working properly
1696,vikas,Speaker not working,1,17,3,2022,1,0,After using 20 day's. mobile speaker is not working.
1697,Muppala Hemadri,Budget mobile in 1+ segment,5,26,2,2022,1,0,"Very nice product , value for money"
1698,Banwari lal nehara,Bhut hi bekar thodi der chlana pr hi gram ho jata hai koi ya phone na la ya hi suggestion duga ma to,1,13,3,2022,1,0,"The media could not be loaded.
                



 Very bed"
1699,narendra s.,Good,5,6,3,2022,1,0,Good
1700,Sanjita Sangode,Nice product,5,1,3,2022,1,0,I like this mobileTheir are so many feature.
1701,Aarif k.,Camera is not bad,5,18,3,2022,1,0,Lke
1702,Ashish Mishra,Very good phone . every one should buy this phone,5,19,3,2022,1,0,Very good budget and user friendly phone.
1703,Aatish,Hang issue,1,8,3,2022,1,0,Phone hangs alotHighly disappointed
1704,Javed Akhtar,OnePlus,5,19,3,2022,1,0,Awesome thank you OnePlus team and Amazon
1705,Amazon Customer,Nice,5,7,3,2022,1,0,"The media could not be loaded.
                



 Good"
1706,Praveen,Simply horsome 😍,5,17,3,2022,1,0,"In best price got a good product, simply horsome."
1707,Amazon Customer,Best Budgeted smartphone!,5,16,3,2022,1,0,Go for it without second thought!
1708,Kate Gadot,Great purchase,5,26,2,2022,1,0,It's good. Processing is smooth. Camera is decent
1709,V.Venkat,Best budget phone in these features,5,2,3,2022,1,0,Good product Best budget phone in these features
1710,Durganand Pathak,Battery drains quite fast,4,6,3,2022,1,0,Camera is great....tge only issue is the battery
1711,Anshu,Guyss camera quality acchi h selfie A1 quality nd phn is value for money best phone under 25000,5,11,3,2022,1,0,Nice phone
1712,ASHISH PRAJAPATI,Camera quality is good,4,5,3,2022,1,0,battery life thodi aur increase honi chahiye thi
1713,Sai Mahesh Nbh,Good One,5,16,3,2022,1,0,Best performance
1714,KARUNAKARREDDY,Hanging problem,1,1,3,2022,1,0,
1715,Bhaskar Khamaru,"Superb Phone , best phone at the price below 25K",5,3,3,2022,1,0,Just go for it.
1716,SABIR SAIKH,ব্যাটারি চার্জ ভাল থাকছে না,4,18,3,2022,1,0,Very good hand set but batary charg not enufhh
1717,Md Imran,Good,5,8,3,2022,1,0,Almost everything good for this price
1718,Nilesh Gohil,Very bad camera quality,2,1,3,2022,1,0,Nothing to like everything to dislike
1719,Shubham Kumar,Awesome,5,11,3,2022,1,0,Awesome perfect phone
1720,Akhter Hussain,All components is good but battery drain quickly.,2,17,3,2022,1,0,Battery drain guickly
1721,Ashutosh Sahoo,Worst camera ever..I have used multiple phones..MI to iPhone..but this one camera is waste for ever.,1,7,3,2022,1,0,I don't want to say how the worst product is.
1722,Amazon Customer,Overall not good this product,1,1,3,2022,1,0,Overall not good this product
1723,MD ABU NASER,Some issues,4,12,3,2022,1,0,"Some OS issue,  after 1week using..."
1724,Rajesh kumar kumawat,Very gud,5,19,3,2022,1,0,The media could not be loaded.
1725,Ram,Nice phone,5,17,3,2022,1,0,Nice fingerprint but quick battery discharge
1726,SRINIVASA KANNAN,OnePlus only,4,2,3,2022,1,0,The media could not be loaded.
1727,Sanjay Bhoriya,Camera best quality,5,3,3,2022,1,0,Camera very good 20x super zoom good quality
1728,deepak kumar singh,meet all expectation,4,7,3,2022,1,0,Meet all expectation
1729,Azam khan,This device is awesome,4,1,3,2022,1,0,The media could not be loaded.
1730,SACHIN SHARMA,Excellent,5,5,3,2022,1,0,Good Product
1731,HEMAL,Nice phone and camera is awesome. I like product very much.,4,26,2,2022,1,0,Nice product
1732,Sumit,Camera could be better,4,1,3,2022,1,0,Camera is good but could be better.
1733,J.MOHAN,Good 👍,5,6,3,2022,1,0,Good
1734,sachin,Good,4,28,2,2022,1,0,Good
1735,Keshav Shete,Good battery 🔋 backup.,5,6,3,2022,1,0,Battery backup is super..👌👌👌📱💯
1736,MAHESH,camera quality is worest,1,19,3,2022,1,0,poor photos quality
1737,dar,Hang Problem Especially Gallery Open Time I'm So Bored With This....,1,9,3,2022,1,0,Bad device very Bad
1738,MD Arya,A fantastic phone,5,15,3,2022,1,0,Camera quality osm and back pannel very nyc
1739,Sujit kumar,"Amazing user experience, very smooth to use",5,15,3,2022,1,0,Very smooth to use
1740,Amazon Customer,Delivery time Dammage product,1,7,3,2022,1,0,To worrest
1741,Gouri Adhikari,Refresh rate and screen quality and camera also,5,14,3,2022,1,0,Branded products. Awesome to use.
1742,BABLU KUMAR,Good,4,19,3,2022,1,0,Osam...... One Plus Bablu
1743,Nilesh Parmar,Average phone,3,1,3,2022,1,0,Become hot after using back and front side
1744,Rajiv Garg,Good phone but looks small,5,7,3,2022,1,0,Ok
1745,Ravi.S.Patil,Stereo speakers are must.,4,6,3,2022,1,0,Dislike speakers and like fluid browsing.
1746,Kuber Patidar,Nice,5,5,3,2022,1,0,Best budget phone
1747,Prafulla badgujar,worst camera quality ever,4,28,2,2022,1,0,worst camera ever
1748,Sandeep kumar,Battery less but require 5000mah,5,19,3,2022,1,0,Battery hour low require 5000mha
1749,amit bhansali,Its great phone,5,28,2,2022,1,0,Charging this phone is very good
1750,Pruthviraj salvi,Good phone,5,1,3,2022,1,0,Nice phone of one plus best in mid range
1751,Rajendra,I love this phone,5,28,2,2022,1,0,Very good looking.battery backup is good
1752,zaid khan,Amazing,5,12,3,2022,1,0,Smooth and amazing good camera and speed
1753,SRADDHA SUMAN BEHERA,A purely budget Smartphone,5,9,3,2022,1,0,
1754,Bharath,Nice one,4,16,3,2022,1,0,Slim one with good battery life.
1755,Dr. Sujeet Singh,Superb,5,28,2,2022,1,0,
1756,BHARAT GSR,7/10...good But not upto mark...,4,7,3,2022,1,0,
1757,Kishan Baghel,First impressions is very good all set good quality,4,10,3,2022,1,0,All good
1758,azad sayyed,The phn is very light and very smooth to hold,5,17,3,2022,1,0,I used this product from last one month
1759,Chiranjeevi.ganji,Not worth for money.,3,5,3,2022,1,0,Camera quality and design are not good.
1760,Vishal Bhatt,Good but not the best phone,4,12,3,2022,1,0,Battery backup is average.
1761,Laxmikumar,Super 👌,5,26,2,2022,1,0,oneplus it's a brand 👍
1762,7027800707,Features are not good,2,17,3,2022,1,0,Very disappoint
